family_accession,family_id
PF18377.1,FERM_F2
PF14249.6,Tocopherol_cycl
PF14657.6,Arm-DNA-bind_4
PF11141.8,DUF2914
PF13398.6,Peptidase_M50B
PF03410.13,Peptidase_M44
PF17283.2,Zn_ribbon_SprT
PF00125.24,Histone
PF14400.6,Transglut_i_TM
PF02300.17,Fumarate_red_C
PF14187.6,DUF4310
PF12721.7,RHIM
PF17187.4,Svf1_C
PF15796.5,KELK
PF08724.10,Rep_N
PF06783.11,UPF0239
PF09643.10,YopX
PF04665.12,Pox_A32
PF03203.14,MerC
PF12456.8,hSac2
PF05911.11,FPP
PF10551.9,MULE
PF02922.18,CBM_48
PF15041.6,DUF4531
PF10512.9,Borealin
PF11283.8,DUF3084
PF18375.1,CDH1_2_SANT_HL1
PF13010.6,pRN1_helical
PF14570.6,zf-RING_4
PF00301.20,Rubredoxin
PF04938.12,SIP1
PF07323.12,DUF1465
PF03912.14,Psb28
PF16399.5,Aquarius_N
PF09871.9,DUF2098
PF14792.6,DNA_pol_B_palm
PF14501.6,HATPase_c_5
PF08792.10,A2L_zn_ribbon
PF11645.8,PDDEXK_5
PF07444.11,Ycf66_N
PF06430.12,L_lactis_RepB_C
PF14596.6,STAT6_C
PF00638.18,Ran_BP1
PF16662.5,FLYWCH_u
PF08399.11,VWA_N
PF15367.6,CABS1
PF07919.12,Gryzun
PF09458.10,H_lectin
PF16574.5,CEP209_CC5
PF02886.17,LBP_BPI_CETP_C
PF18602.1,Rap1a
PF11376.8,DUF3179
PF13729.6,TraF_2
PF06300.12,Tsp45I
PF05743.13,UEV
PF15438.6,Phyto-Amp
PF10658.9,DUF2484
PF02790.15,COX2_TM
PF15636.6,Tox-GHH
PF15067.6,FAM124
PF06234.12,TmoB
PF07252.11,DUF1433
PF04118.14,Dopey_N
PF05640.14,NKAIN
PF11291.8,DUF3091
PF11154.8,DUF2934
PF08567.11,PH_TFIIH
PF05768.14,DUF836
PF03961.13,FapA
PF02286.15,Dehydratase_LU
PF06445.15,GyrI-like
PF04722.13,Ssu72
PF01020.17,Ribosomal_L40e
PF07544.13,Med9
PF03336.13,Pox_C4_C10
PF01015.18,Ribosomal_S3Ae
PF14145.6,YrhK
PF05264.11,CfAFP
PF12633.7,Adenyl_cycl_N
PF17266.2,DUF5332
PF15739.5,TSNAXIP1_N
PF16479.5,DUF5056
PF12779.7,YXWGXW
PF11969.8,DcpS_C
PF11397.8,GlcNAc
PF12045.8,DUF3528
PF14623.6,Vint
PF15630.6,CENP-S
PF06468.13,Spond_N
PF06776.12,IalB
PF09403.10,FadA
PF18810.1,PBECR2
PF06627.11,DUF1153
PF06533.12,DUF1110
PF03298.13,Stanniocalcin
PF09922.9,DUF2154
PF00801.20,PKD
PF13448.6,DUF4114
PF11360.8,DUF3110
PF06657.13,Cep57_MT_bd
PF14306.6,PUA_2
PF15741.5,LRIF1
PF04438.16,zf-HIT
PF05879.12,RHD3
PF12038.8,DUF3524
PF04819.12,DUF716
PF14759.6,Reductase_C
PF07198.11,DUF1410
PF05428.11,CRF-BP
PF04385.15,FAINT
PF00950.17,ABC-3
PF10517.9,DM13
PF03299.14,TF_AP-2
PF05386.11,TEP1_N
PF11238.8,DUF3039
PF05762.14,VWA_CoxE
PF16045.5,LisH_2
PF11753.8,DUF3310
PF17964.1,Big_10
PF00591.21,Glycos_transf_3
PF07944.12,Glyco_hydro_127
PF07406.11,NICE-3
PF14432.6,DYW_deaminase
PF10209.9,DUF2340
PF15257.6,DUF4590
PF12541.8,DUF3737
PF16005.5,MOEP19
PF14726.6,RTTN_N
PF12340.8,DUF3638
PF10963.8,Phage_TAC_10
PF09181.10,ProRS-C_2
PF14004.6,DUF4227
PF11941.8,DUF3459
PF06021.11,Gly_acyl_tr_N
PF18650.1,IMPa_N_2
PF01190.17,Pollen_Ole_e_I
PF06652.12,Methuselah_N
PF01414.19,DSL
PF13242.6,Hydrolase_like
PF15095.6,IL33
PF13474.6,SnoaL_3
PF02971.14,FTCD
PF02406.17,MmoB_DmpM
PF17960.1,TIG_plexin
PF03927.13,NapD
PF11549.8,Sec31
PF06658.12,DUF1168
PF13279.6,4HBT_2
PF13953.6,PapC_C
PF14217.6,DUF4327
PF07969.11,Amidohydro_3
PF13780.6,DUF4176
PF17160.4,DUF5124
PF12867.7,DinB_2
PF15326.6,TEX15
PF03714.14,PUD
PF14814.6,UB2H
PF16581.5,HIGH_NTase1_ass
PF01383.21,CpcD
PF00543.22,P-II
PF07646.15,Kelch_2
PF11115.8,DUF2623
PF03545.13,YopE
PF03080.15,Neprosin
PF15387.6,DUF4611
PF04761.12,Phage_Treg
PF12258.8,Microcephalin
PF10386.9,DUF2441
PF09939.9,DUF2171
PF12070.8,SCAI
PF05628.12,Borrelia_P13
PF04830.13,DUF637
PF13770.6,DUF4169
PF18592.1,Tho1_MOS11_C
PF13995.6,YebF
PF05117.12,DUF695
PF04404.12,ERF
PF08018.11,Antimicrobial_1
PF13805.6,Pil1
PF02042.15,RWP-RK
PF11399.8,DUF3192
PF01337.18,Barstar
PF05449.11,Phage_holin_3_7
PF10004.9,DUF2247
PF07357.11,DRAT
PF16681.5,Ig_5
PF05082.13,Rop-like
PF18261.1,Rpn9_C
PF16136.5,NINJA_B
PF09818.9,ABC_ATPase
PF13807.6,GNVR
PF14445.6,Prok-RING_2
PF09997.9,DUF2238
PF04313.14,HSDR_N
PF08151.12,FerI
PF17911.1,Ski2_N
PF00263.21,Secretin
PF09776.9,Mitoc_L55
PF10771.9,DUF2582
PF00360.20,PHY
PF05480.11,Staph_haemo
PF09974.9,DUF2209
PF11000.8,DUF2840
PF14795.6,Leucyl-specific
PF09980.9,DUF2214
PF12770.7,CHAT
PF05370.11,DUF749
PF13889.6,Chromosome_seg
PF00308.18,Bac_DnaA
PF08444.10,Gly_acyl_tr_C
PF07293.11,DUF1450
PF14701.6,hDGE_amylase
PF05128.12,DUF697
PF11517.8,Nab2
PF18534.1,HBD
PF00789.20,UBX
PF09580.10,Spore_YhcN_YlaJ
PF01793.16,Glyco_transf_15
PF03778.13,DUF321
PF18047.1,PatG_D
PF09510.10,Rtt102p
PF17166.4,DUF5126
PF14137.6,DUF4304
PF02840.15,Prp18
PF12060.8,DUF3541
PF06621.12,SIM_C
PF13463.6,HTH_27
PF11436.8,DUF3199
PF12525.8,DUF3726
PF10187.9,Nefa_Nip30_N
PF04621.13,ETS_PEA3_N
PF03301.13,Trp_dioxygenase
PF16944.5,KCH
PF16807.5,DUF5072
PF05159.14,Capsule_synth
PF09438.10,DUF2017
PF08237.11,PE-PPE
PF08785.11,Ku_PK_bind
PF00240.23,ubiquitin
PF00210.24,Ferritin
PF03040.14,CemA
PF17782.1,DprA_WH
PF00909.21,Ammonium_transp
PF14015.6,DUF4231
PF00294.24,PfkB
PF14663.6,RasGEF_N_2
PF13379.6,NMT1_2
PF08559.10,Cut8
PF13492.6,GAF_3
PF01576.19,Myosin_tail_1
PF13511.6,DUF4124
PF04518.12,Effector_1
PF04078.13,Rcd1
PF11322.8,DUF3124
PF07356.12,DUF1481
PF15283.6,DUF4595
PF07657.13,MNNL
PF09136.10,Glucodextran_B
PF06242.11,DUF1013
PF18453.1,C4bp_oligo
PF03035.14,RNA_capsid
PF07114.11,TMEM126
PF16098.5,FXMR_C2
PF01371.19,Trp_repressor
PF06887.14,DUF1265
PF08525.11,OapA_N
PF14258.6,DUF4350
PF13177.6,DNA_pol3_delta2
PF05250.11,UPF0193
PF08979.11,DUF1894
PF17825.1,DUF5587
PF11325.8,DUF3127
PF09518.10,RE_HindIII
PF09261.11,Alpha-mann_mid
PF01834.16,XRCC1_N
PF11543.8,UN_NPL4
PF16227.5,DUF4886
PF13457.6,GW
PF10998.8,DUF2838
PF09786.9,CytochromB561_N
PF10577.9,UPF0560
PF08318.12,COG4
PF11842.8,DUF3362
PF00072.24,Response_reg
PF14330.6,DUF4387
PF08822.11,DUF1804
PF17464.2,Pns11_12
PF06347.13,SH3_4
PF04315.12,EpmC
PF18151.1,DUF5601
PF11052.8,Tr-sialidase_C
PF03965.16,Penicillinase_R
PF00412.22,LIM
PF04698.12,Rab_eff_C
PF06540.11,GMAP
PF04502.13,DUF572
PF04320.14,DUF469
PF06339.12,Ectoine_synth
PF11585.8,Stomoxyn
PF11450.8,DUF3008
PF02408.20,CUB_2
PF02653.16,BPD_transp_2
PF12885.7,TORC_M
PF06512.13,Na_trans_assoc
PF09931.9,DUF2163
PF15709.5,DUF4670
PF10144.9,SMP_2
PF06078.11,DUF937
PF07784.11,DUF1622
PF03428.13,RP-C
PF08855.10,DUF1825
PF02013.16,CBM_10
PF11279.8,DUF3080
PF00725.22,3HCDH
PF13456.6,RVT_3
PF02687.21,FtsX
PF02140.18,Gal_Lectin
PF10101.9,DUF2339
PF08615.11,RNase_H2_suC
PF18581.1,SYCP2_ARLD
PF03010.14,GP4
PF14111.6,DUF4283
PF01232.23,Mannitol_dh
PF11990.8,DUF3487
PF07994.12,NAD_binding_5
PF13031.6,DUF3892
PF05378.13,Hydant_A_N
PF12119.8,DUF3581
PF09444.10,MRC1
PF15412.6,Nse4-Nse3_bdg
PF18094.1,DNA_pol_B_N
PF01417.20,ENTH
PF18490.1,tRNA_bind_4
PF03964.15,Chorion_2
PF10248.9,Mlf1IP
PF09741.9,DUF2045
PF00565.17,SNase
PF03787.15,RAMPs
PF09870.9,DUF2097
PF02027.17,RolB_RolC
PF10702.9,DUF2507
PF02240.16,MCR_gamma
PF09121.10,Tower
PF17864.1,AAA_lid_4
PF14235.6,DUF4337
PF08475.10,Baculo_VP91_N
PF05876.12,Terminase_GpA
PF06920.13,DHR-2
PF17002.5,DUF5089
PF00359.22,PTS_EIIA_2
PF02332.18,Phenol_Hydrox
PF14537.6,Cytochrom_c3_2
PF12256.8,TcdB_toxin_midN
PF12495.8,Vip3A_N
PF12551.8,PHBC_N
PF09652.10,Cas_VVA1548
PF04774.15,HABP4_PAI-RBP1
PF09763.9,Sec3_C
PF12530.8,DUF3730
PF14614.6,DUF4450
PF00196.19,GerE
PF02845.16,CUE
PF12840.7,HTH_20
PF13922.6,PHD_3
PF05084.13,GRA6
PF15030.6,DUF4527
PF01699.24,Na_Ca_ex
PF02694.15,UPF0060
PF04682.12,Herpes_BTRF1
PF02085.16,Cytochrom_CIII
PF13017.6,Maelstrom
PF06906.11,DUF1272
PF14460.6,Prok-E2_D
PF10861.8,DUF2784
PF15919.5,HicB_lk_antitox
PF10098.9,DUF2336
PF01249.18,Ribosomal_S21e
PF15713.5,PTPRCAP
PF01717.18,Meth_synt_2
PF03587.14,EMG1
PF06117.11,DUF957
PF18136.1,DNApol_Exo
PF05439.12,JTB
PF12935.7,Sec16_N
PF09926.9,DUF2158
PF02975.14,Me-amine-dh_L
PF14171.6,SpoIISA_toxin
PF18567.1,TIR_3
PF00506.18,Flu_NP
PF17320.2,DUF5363
PF15256.6,SPATIAL
PF13500.6,AAA_26
PF08626.11,TRAPPC9-Trs120
PF07469.12,DUF1518
PF10916.8,DUF2712
PF10260.9,SAYSvFN
PF05725.12,FNIP
PF17735.1,BslA
PF07184.11,CTV_P33
PF03259.17,Robl_LC7
PF01473.20,CW_binding_1
PF04849.13,HAP1_N
PF08787.11,Alginate_lyase2
PF12318.8,FAD-SLDH
PF02737.18,3HCDH_N
PF11309.8,DUF3112
PF18459.1,PCSK9_C1
PF18184.1,SLATT_3
PF09501.10,Bac_small_YrzI
PF04592.14,SelP_N
PF11763.8,DIPSY
PF13797.6,Post_transc_reg
PF01593.24,Amino_oxidase
PF11759.8,KRTAP
PF03228.14,Adeno_VII
PF14207.6,DpnD-PcfM
PF10175.9,MPP6
PF17547.2,DUF5462
PF16240.5,DUF4899
PF02560.14,Cyanate_lyase
PF00001.21,7tm_1
PF13392.6,HNH_3
PF00668.20,Condensation
PF16903.5,Capsid_N
PF01752.17,Peptidase_M9
PF11972.8,HTH_13
PF12267.8,DUF3614
PF15502.6,MPLKIP
PF04375.14,HemX
PF05587.13,Anth_Ig
PF08285.11,DPM3
PF17620.2,ORF45
PF10073.9,DUF2312
PF09836.9,DUF2063
PF16695.5,Tai4
PF12435.8,DUF3678
PF11398.8,DUF2813
PF12734.7,CYSTM
PF01469.18,Pentapeptide_2
PF15011.6,CK2S
PF03362.13,Herpes_UL47
PF12444.8,Sox_N
PF09271.11,LAG1-DNAbind
PF00488.21,MutS_V
PF15282.6,BMP2K_C
PF01398.21,JAB
PF02501.17,T2SSI
PF09767.9,DUF2053
PF05127.14,Helicase_RecD
PF08596.10,Lgl_C
PF10516.9,SHNi-TPR
PF13318.6,DUF4089
PF00997.18,Casein_kappa
PF05918.11,API5
PF17609.2,HCMV_UL124
PF18516.1,RuvC_1
PF14517.6,Tachylectin
PF13179.6,DUF4006
PF17176.4,tRNA_bind_3
PF05887.11,Trypan_PARP
PF18609.1,SAM_Exu
PF16701.5,Ad_Cy_reg
PF02961.14,BAF
PF09803.9,Pet100
PF15344.6,FAM217
PF07147.12,PDCD9
PF18799.1,LPD5
PF04609.12,MCR_C
PF12325.8,TMF_TATA_bd
PF03174.13,CHB_HEX_C
PF06817.14,RVT_thumb
PF14722.6,KRAP_IP3R_bind
PF08106.11,Antimicrobial11
PF15717.5,PCM1_C
PF16998.5,17kDa_Anti_2
PF02171.17,Piwi
PF18627.1,PgdA_N
PF12676.7,DUF3796
PF18625.1,EspB_PE
PF01666.17,DX
PF05664.11,DUF810
PF11589.8,DUF3244
PF13437.6,HlyD_3
PF07957.11,DUF3294
PF17531.2,O_Spanin_T7
PF18156.1,pPIWI_RE_Y
PF04548.16,AIG1
PF06781.12,CrgA
PF00847.20,AP2
PF17078.5,SHE3
PF11777.8,DUF3316
PF08838.10,DUF1811
PF11730.8,DUF3297
PF13115.6,YtkA
PF00418.19,Tubulin-binding
PF17717.1,DUF5562
PF12961.7,DUF3850
PF12968.7,DUF3856
PF12237.8,PCIF1_WW
PF04717.12,Phage_base_V
PF17235.2,STD1
PF17555.2,TssN
PF08781.10,DP
PF07182.11,DUF1402
PF04108.12,APG17
PF15129.6,FAM150
PF04368.13,DUF507
PF09003.10,Arm-DNA-bind_1
PF17433.2,Glyco_hydro_49N
PF02450.15,LCAT
PF03612.14,EIIBC-GUT_N
PF16945.5,Phage_r1t_holin
PF02072.15,Orexin
PF03782.17,AMOP
PF17309.2,DUF5356
PF16791.5,Connexin40_C
PF05266.14,DUF724
PF03234.14,CDC37_N
PF16309.5,DUF4951
PF02437.17,Ski_Sno
PF04475.12,DUF555
PF10081.9,Abhydrolase_9
PF10664.9,NdhM
PF11749.8,DUF3305
PF14824.6,Sirohm_synth_M
PF14951.6,DUF4503
PF12886.7,TORC_C
PF05375.13,Pacifastin_I
PF07087.11,DUF1353
PF17935.1,TetR_C_27
PF08916.11,Phe_ZIP
PF12282.8,H_kinase_N
PF12580.8,TPPII
PF05634.11,APO_RNA-bind
PF11416.8,Syntaxin-5_N
PF18665.1,TetR_C_37
PF08619.10,Nha1_C
PF09735.9,Nckap1
PF10303.9,DUF2408
PF12367.8,PFO_beta_C
PF03390.15,2HCT
PF13401.6,AAA_22
PF13790.6,SR1P
PF18376.1,MDD_C
PF13416.6,SBP_bac_8
PF03012.14,PP_M1
PF13425.6,O-antigen_lig
PF14774.6,FAM177
PF04583.12,Baculo_p74
PF07667.11,DUF1600
PF08021.11,FAD_binding_9
PF15213.6,CDRT4
PF03252.13,Herpes_UL21
PF16183.5,Kinesin_assoc
PF08612.11,Med20
PF16678.5,HOIP-UBA
PF13896.6,Glyco_transf_49
PF02866.18,Ldh_1_C
PF05230.11,MASE2
PF09601.10,DUF2459
PF07297.12,DPM2
PF17975.1,RNR_Alpha
PF00998.23,RdRP_3
PF12361.8,DBP
PF05153.15,MIOX
PF06212.12,GRIM-19
PF00589.22,Phage_integrase
PF12063.8,DUF3543
PF04704.13,Zfx_Zfy_act
PF16977.5,ApeC
PF04750.14,Far-17a_AIG1
PF15826.5,PUMA
PF04630.12,Phage_TTP_1
PF13028.6,DUF3889
PF16548.5,FlgT_N
PF09810.9,Exo5
PF18084.1,ARTD15_N
PF14158.6,YndJ
PF13186.6,SPASM
PF13287.6,Fn3_assoc
PF15162.6,DUF4580
PF02476.15,US2
PF14986.6,DUF4514
PF01856.17,HP_OMP
PF06535.12,RGM_N
PF16754.5,Pesticin
PF10652.9,DUF2480
PF05283.11,MGC-24
PF03327.14,Herpes_VP19C
PF08847.11,Crr6
PF12463.8,DUF3689
PF15591.6,Imm31
PF05648.14,PEX11
PF18557.1,NepR
PF17618.2,SL4P
PF08508.10,DUF1746
PF08901.11,DUF1847
PF15374.6,CCDC71L
PF12041.8,DELLA
PF16987.5,KIX_2
PF09832.9,DUF2059
PF18359.1,TUDOR_5
PF10883.8,DUF2681
PF11385.8,DUF3189
PF10515.9,APP_amyloid
PF07537.11,CamS
PF11858.8,DUF3378
PF12099.8,DUF3575
PF09307.10,MHC2-interact
PF01078.21,Mg_chelatase
PF12270.8,Cyt_c_ox_IV
PF18154.1,pPIWI_RE_REase
PF10263.9,SprT-like
PF16696.5,ZFYVE21_C
PF18460.1,HetR_C
PF12022.8,DUF3510
PF08243.11,SPT2
PF06577.12,DUF1134
PF14489.6,QueF
PF10063.9,DUF2301
PF13686.6,DrsE_2
PF11113.8,Phage_head_chap
PF11420.8,Subtilosin_A
PF12640.7,UPF0489
PF11663.8,Toxin_YhaV
PF12776.7,Myb_DNA-bind_3
PF09141.10,Talin_middle
PF04289.12,DUF447
PF01802.17,Herpes_V23
PF08977.10,BOFC_N
PF00432.21,Prenyltrans
PF02680.14,DUF211
PF13644.6,DKNYY
PF13631.6,Cytochrom_B_N_2
PF15953.5,PDU_like
PF12179.8,IKKbetaNEMObind
PF11745.8,DUF3304
PF18003.1,DUF3823_C
PF01000.26,RNA_pol_A_bac
PF15937.5,PrlF_antitoxin
PF08900.11,DUF1845
PF09633.10,DUF2023
PF08817.10,YukD
PF05324.13,Sperm_Ag_HE2
PF05988.12,DUF899
PF11581.8,Argos
PF16242.5,Pyrid_ox_like
PF06082.11,YjbH
PF04959.13,ARS2
PF03072.14,DUF237
PF09176.11,Mpt_N
PF15385.6,SARG
PF00804.25,Syntaxin
PF11981.8,DUF3482
PF15959.5,DUF4762
PF08882.11,Acetone_carb_G
PF17189.4,Glyco_hydro_30C
PF01994.16,Trm56
PF17667.1,Pkinase_fungal
PF05064.13,Nsp1_C
PF00481.21,PP2C
PF13657.6,Couple_hipA
PF05512.11,AWPM-19
PF06486.11,DUF1093
PF14478.6,DUF4430
PF06437.11,ISN1
PF13586.6,DDE_Tnp_1_2
PF15428.6,Imm26
PF07453.13,NUMOD1
PF09590.10,Env-gp36
PF13086.6,AAA_11
PF13389.6,DUF4107
PF15245.6,VGLL4
PF04224.12,DUF417
PF08945.10,Bclx_interact
PF02355.16,SecD_SecF
PF14019.6,DUF4235
PF03599.16,CdhD
PF03237.15,Terminase_6
PF17882.1,SBD
PF08832.10,SRC-1
PF18531.1,Polo_box_2
PF12509.8,DUF3715
PF03824.16,NicO
PF10142.9,PhoPQ_related
PF10239.9,DUF2465
PF04783.12,DUF630
PF13845.6,Septum_form
PF07825.11,Exc
PF14893.6,PNMA
PF09257.10,BCMA-Tall_bind
PF10970.8,GerPE
PF02202.16,Tachykinin
PF13800.6,Sigma_reg_N
PF05207.13,zf-CSL
PF12153.8,CAP18_C
PF18031.1,UCH_C
PF15421.6,Polysacc_deac_3
PF02705.16,K_trans
PF16622.5,zf-C2H2_11
PF02992.14,Transposase_21
PF10392.9,COG5
PF07547.13,RSD-2
PF10061.9,DUF2299
PF06624.12,RAMP4
PF14910.6,MMS22L_N
PF11236.8,DUF3037
PF18744.1,SNAD1
PF03493.18,BK_channel_a
PF08082.11,PRO8NT
PF16788.5,ATF7IP_BD
PF05420.11,BCSC_C
PF01930.17,Cas_Cas4
PF02455.16,Hex_IIIa
PF04822.13,Takusan
PF05712.13,MRG
PF09588.10,YqaJ
PF09412.10,XendoU
PF17999.1,PulA_N1
PF17183.4,Blt1_C
PF13795.6,HupE_UreJ_2
PF18865.1,AbiJ_NTD5
PF06984.13,MRP-L47
PF12150.8,MFP2b
PF18750.1,SNAD4
PF10667.9,DUF2486
PF10571.9,UPF0547
PF16751.5,RsdA_SigD_bd
PF02434.16,Fringe
PF12051.8,DUF3533
PF08450.12,SGL
PF02585.17,PIG-L
PF05331.11,DUF742
PF11191.8,DUF2782
PF12958.7,DUF3847
PF17776.1,NLRC4_HD2
PF04625.13,DEC-1_N
PF14776.6,UNC-79
PF04037.13,DUF382
PF11555.8,Inhibitor_Mig-6
PF05562.11,WCOR413
PF10167.9,BORCS8
PF05047.16,L51_S25_CI-B8
PF10358.9,NT-C2
PF04912.14,Dynamitin
PF11195.8,DUF2829
PF00274.19,Glycolytic
PF02691.15,VacA
PF08795.10,DUF1796
PF18654.1,LegC3_N
PF05622.12,HOOK
PF15969.5,RexA
PF16868.5,NMT1_3
PF06989.12,BAALC_N
PF00341.17,PDGF
PF10074.9,DUF2285
PF08970.10,Sda
PF09056.11,Phospholip_A2_3
PF08896.10,DUF1842
PF14912.6,THEG
PF11804.8,DUF3325
PF17401.2,DUF5407
PF04587.15,ADP_PFK_GK
PF04027.13,DUF371
PF13888.6,MRF_C2
PF02937.15,COX6C
PF13520.6,AA_permease_2
PF04584.14,Pox_A28
PF18437.1,Nup54_C
PF02892.15,zf-BED
PF13906.6,AA_permease_C
PF09903.9,DUF2130
PF04550.12,Phage_holin_3_2
PF06526.12,DUF1107
PF04195.12,Transposase_28
PF16876.5,Lipin_mid
PF15812.5,MREG
PF03821.16,Mtp
PF12489.8,ARA70
PF18080.1,Gal_mutarotas_3
PF17756.1,RET_CLD1
PF17081.5,SOP4
PF03963.14,FlgD
PF14003.6,YlbE
PF11497.8,NADH_Oxid_Nqo15
PF17301.2,LpqV
PF09426.10,Nyv1_N
PF05939.13,Phage_min_tail
PF12445.8,FliC
PF18185.1,STALD
PF16416.5,GUN4_N
PF11620.8,GABP-alpha
PF12013.8,OrsD
PF10973.8,DUF2799
PF06930.12,DUF1282
PF17366.2,AGA2
PF01779.17,Ribosomal_L29e
PF14764.6,SPG48
PF04151.15,PPC
PF14664.6,RICTOR_N
PF16088.5,BORCS7
PF17200.4,sCache_2
PF16783.5,FANCM-MHF_bd
PF14769.6,CLAMP
PF16627.5,BRX_assoc
PF11736.8,DUF3299
PF06159.13,DUF974
PF08276.11,PAN_2
PF06262.11,Zincin_1
PF06589.11,CRA
PF17339.2,PH_15
PF13713.6,BRX_N
PF09594.10,GT87
PF15369.6,KIAA1328
PF07888.11,CALCOCO1
PF01896.19,DNA_primase_S
PF18578.1,Raf1_N
PF04319.13,NifZ
PF05217.12,STOP
PF00622.28,SPRY
PF06818.15,Fez1
PF02741.15,FTR_C
PF07465.13,PsaM
PF13769.6,Virulence_fact
PF18366.1,zf_ZIC
PF04693.12,DDE_Tnp_2
PF02267.17,Rib_hydrolayse
PF16358.5,RcsF
PF10280.9,Med11
PF02761.14,Cbl_N2
PF16726.5,OCRL_clath_bd
PF11903.8,ParD_like
PF18255.1,SAM_DrpA
PF18477.1,PIN_9
PF06840.11,DUF1241
PF07717.16,OB_NTP_bind
PF07864.11,DUF1651
PF08663.10,HalX
PF18677.1,ArnB_C
PF14446.6,Prok-RING_1
PF03689.15,Nepo_coat_N
PF09731.9,Mitofilin
PF12083.8,DUF3560
PF03022.16,MRJP
PF18016.1,SAM_3
PF16324.5,DUF4960
PF02420.15,AFP
PF17804.1,TSP_NTD
PF00694.19,Aconitase_C
PF02731.15,SKIP_SNW
PF08914.11,Myb_DNA-bind_2
PF03238.13,ESAG1
PF07172.11,GRP
PF16731.5,GARP
PF12269.8,zf-CpG_bind_C
PF11681.8,DUF3277
PF08591.10,RNR_inhib
PF14318.6,Mononeg_mRNAcap
PF06105.12,Aph-1
PF16037.5,DUF4790
PF09536.10,DUF2378
PF18104.1,Tudor_2
PF11231.8,DUF3034
PF12042.8,RP1-2
PF08840.11,BAAT_C
PF14812.6,PBP1_TM
PF15418.6,DUF4625
PF14049.6,Dppa2_A
PF00342.19,PGI
PF10939.8,DUF2631
PF14802.6,TMEM192
PF13322.6,DUF4092
PF04727.13,ELMO_CED12
PF12470.8,SUFU_C
PF10266.9,Strumpellin
PF00414.17,MAP1B_neuraxin
PF05398.11,PufQ
PF14048.6,MBD_C
PF14771.6,DUF4476
PF18188.1,PPL4
PF15383.6,TMEM237
PF10269.9,Tmemb_185A
PF07371.12,DUF1490
PF03211.13,Pectate_lyase
PF05015.13,HigB-like_toxin
PF15559.6,DUF4660
PF15542.6,Ntox50
PF08895.11,DUF1840
PF09862.9,DUF2089
PF00373.18,FERM_M
PF10249.9,NDUFB10
PF18588.1,WcbI
PF04655.14,APH_6_hur
PF15870.5,EloA-BP1
PF18461.1,Atypical_Card
PF18441.1,Hen1_Lam_C
PF01202.22,SKI
PF16367.5,RRM_7
PF10208.9,Armet
PF06075.12,DUF936
PF16741.5,mRNA_decap_C
PF06401.11,Alpha-2-MRAP_C
PF06631.11,DUF1154
PF12279.8,DUF3619
PF04137.15,ERO1
PF14747.6,DUF4473
PF03242.13,LEA_3
PF16699.5,CSTF1_dimer
PF13551.6,HTH_29
PF18309.1,Ago_PAZ
PF09170.10,STN1_2
PF03826.17,OAR
PF06120.11,Phage_HK97_TLTM
PF11006.8,DUF2845
PF08653.10,DASH_Dam1
PF01767.16,Birna_VP3
PF10538.9,ITAM_Cys-rich
PF00532.21,Peripla_BP_1
PF04557.15,tRNA_synt_1c_R2
PF16549.5,T2SSS_2
PF06794.12,UPF0270
PF10715.9,REGB_T4
PF13984.6,MsyB
PF10282.9,Lactonase
PF09777.9,OSTMP1
PF00058.17,Ldl_recept_b
PF16996.5,Asp4
PF08557.10,Lipid_DES
PF18163.1,LD_cluster2
PF13360.6,PQQ_2
PF17403.2,Nrap_D2
PF08963.10,DUF1878
PF02711.14,Pap_E4
PF14412.6,AHH
PF05713.11,MobC
PF16233.5,DUF4893
PF15360.6,Apelin
PF05090.14,VKG_Carbox
PF11003.8,DUF2842
PF07145.15,PAM2
PF01470.17,Peptidase_C15
PF02329.16,HDC
PF18383.1,IFT81_CH
PF05096.12,Glu_cyclase_2
PF03735.14,ENT
PF11506.8,DUF3217
PF00853.19,Runt
PF08514.11,STAG
PF10330.9,Stb3
PF10474.9,DUF2451
PF13815.6,Dzip-like_N
PF14295.6,PAN_4
PF10383.9,Clr2
PF13741.6,MRP-S25
PF06610.13,AlaE
PF18855.1,baeRF_family11
PF01223.23,Endonuclease_NS
PF12506.8,DUF3713
PF02480.16,Herpes_gE
PF12875.7,DUF3826
PF09201.10,SRX
PF04914.12,DltD
PF06835.13,LptC
PF16107.5,DUF4825
PF06838.11,Met_gamma_lyase
PF05136.13,Phage_portal_2
PF06525.11,SoxE
PF07520.11,SrfB
PF07872.11,DUF1659
PF12294.8,DUF3626
PF16041.5,DUF4793
PF06619.11,DUF1149
PF14943.6,MRP-S26
PF01230.23,HIT
PF00751.18,DM
PF00749.21,tRNA-synt_1c
PF12723.7,DUF3809
PF16672.5,LAMTOR5
PF11109.8,RFamide_26RFa
PF09202.11,Rio2_N
PF14661.6,HAUS6_N
PF03889.13,ArfA
PF07078.11,FYTT
PF07699.13,Ephrin_rec_like
PF03991.12,Prion_octapep
PF13696.6,zf-CCHC_2
PF00915.20,Calici_coat
PF08434.11,CLCA
PF09167.11,DUF1942
PF03379.13,CcmB
PF10316.9,7TM_GPCR_Srbc
PF18206.1,Porphyrn_cat_1
PF15470.6,DUF4637
PF10067.9,DUF2306
PF05316.12,VAR1
PF10495.9,PACT_coil_coil
PF10423.9,AMNp_N
PF09809.9,MRP-L27
PF13924.6,Lipocalin_5
PF05390.11,KRE9
